,name,title,title2,title3,education
457,Lois Wasserspring,Senior Lecturer in Political Science,,,"B.A., Cornell University; M.A., Princeton University"
458,Wesley Andres Watters,Assistant Professor of Astronomy,,,"B.S., M.S., Ph.D., Massachusetts Institute of Technology"
459,Catherine WearingA2,Associate Professor of Philosophy,,,"B.A., McGill University; Ph.D., Harvard University"
460,Deborah Weaver,"Instructor in Physical Education, Recreation and Athletics",,,"Certificate, London School of Contemporary Dance"
461,Andrew C. Webb,Professor of Biological Sciences,,,"B.S., Ph.D., University of Southampton (England)"
462,Dorothy Webb,PERA Associate Professor of the Practice,,,"B.A., University of the Pacific; M.A., Brown University"
463,Kristen Weeks,PERA Assistant Professor of the Practice,,,"B.S., Westfield State College; M.S., University of Massachusetts (Amherst); Ph.D., Simmons College"
464,Akila Weerapana,Associate Professor of Economics,,,"B.A., Oberlin College; A.M., Ph.D., Stanford University"
465,Adam Weiner,Associate Professor of Russian,,,"B.A., M.A., Ph.D., University of Wisconsin (Madison)"
466,Ellen B. Widmer,Mayling Soong Professor of Chinese Studies,Professor of East Asian Studies,,"B.A. Wellesley College; M.A., Fletcher School of Law and Diplomacy; M.A., Ph.D., Harvard University"
467,Michael Wiest,Assistant Professor of Neuroscience,,,"B.A., Dartmouth College; M.S., Ph.D., Michigan State University"
468,Kristin Williams,Mellon Postdoctoral Fellow in East Asian Languages & Cultures,,,"B.A., Mary Baldwin College; M.A., University of Pennsylvania; Ph.D., Harvard University"
469,Jeremy B. WilmerA,Assistant Professor of Psychology,,,"B.A., Williams College; Ph.D., Harvard University"
470,Tom Wilson,"Instructor in Physical Education, Recreation and Athletics",,,"B.S.Ed., M.A., Central Missouri State University"
471,Paul M. Wink,Class of 1949 Professor in Ethics,Professor of Psychology,,"B.A., M.A., University of Melbourne; Ph.D., University of California (Berkeley)"
472,Adele Wolfson,Nan Walsh Schow '54 and Howard B. Schow Professor in the Physical and Natural Sciences,Professor of Chemistry,,"B.A., Brandeis University; Ph.D., Columbia University"
473,Winifred Jane Wood,Senior Lecturer in the Writing Program,,,"B.A., University of Illinois (Urbana); M.A., University of Iowa; Ph.D., University of Massachusetts (Amherst)"
474,Miya Woolfalk,Assistant Professor of Political Science,,,"B.A., Stanford University; A.M., Ph.D., Harvard University"
475,Austin B. Work,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., Lewis and Clark College"
476,Elizabeth Marie Young,Knafel Assistant Professor of Humanities,Assistant Professor of Classical Studies,,"B.A., Columbia University; Ph.D., University of California (Berkeley)"
477,Tom Zajac,Music Performance Faculty in Recorder and Early Winds,"Director, Wellesley Collegium Musicum",,"B.A., Northern Illinois University; M.F.A., Sarah Lawrence College"
478,Ina Zdorovetchi,Music Instructor in Harp,,,"B.M., Bucharest University of Music; B.M., Boston Conservatory; M.M., Boston University College of Fine Arts"
479,Paula Zeitlin,Senior Music Performance Faculty in Jazz Violin,,,"B.A., Earlham College; M.A., University of Chicago"
480,Weina Zhao,Senior Lecturer in Chinese,,,"B.A., Nanjing University; M.A., Clark University"
481,Eve ZimmermanA2,Associate Professor of Japanese,,,"B.A., University of Pennsylvania; Ph.D., Columbia University"
482,Dan Zitnick,Visiting Lecturer in Middle Eastern Studies,,,"B.A., M.A., University of Michigan"
